CustomerID,Recency,Frequency,Monetary,Recency_rank,Frequency_rank,Monetary_rank,segment
17351,36.0,2.0,388.55,3,2,2,About to sleep
15453,2.0,6.0,1191.28,5,5,4,Champions
18257,39.0,5.0,1616.43,3,4,5,Loyal
13709,4.0,16.0,5774.41,5,5,5,Champions
13115,9.0,9.0,1351.58,5,5,4,Champions
15187,2.0,17.0,4238.48,5,5,5,Champions
17704,169.0,1.0,497.90000000000003,1,1,3,Hibernating
17061,74.0,4.0,1982.0,2,4,5,Don't lose them
16915,9.0,4.0,454.89000000000004,5,4,3,Loyal
12500,23.0,9.0,2996.0699999999997,4,5,5,Champions
12955,1.0,11.0,4036.84,5,5,5,Champions
14541,59.0,2.0,447.9,2,2,3,Hibernating
15981,25.0,4.0,1786.28,3,4,5,Loyal
17979,36.0,2.0,516.04,3,2,3,About to sleep
14032,2.0,8.0,1434.17,5,5,4,Champions
15128,60.0,4.0,970.5,2,4,4,Don't lose them
16419,113.0,4.0,455.3,1,4,3,At risk
14180,11.0,9.0,1314.9,4,5,4,Champions
15258,169.0,1.0,307.5,1,1,2,Hibernating
18219,3.0,6.0,1107.46,5,5,4,Champions
14309,8.0,4.0,1219.97,5,4,4,Champions
12422,96.0,2.0,565.0600000000001,1,2,3,Hibernating
13870,2.0,9.0,2207.2200000000003,5,5,5,Champions
13425,108.0,2.0,1222.64,1,2,4,Hibernating
12615,2.0,4.0,2291.19,5,4,5,Champions
15850,19.0,2.0,238.85,4,2,2,Potential Loyal
15027,31.0,2.0,412.03000000000003,3,2,2,About to sleep
15186,14.0,2.0,411.41,4,2,2,Potential Loyal
15665,168.0,1.0,765.79,1,1,4,Hibernating
14766,8.0,3.0,1307.16,5,3,4,Loyal
13784,10.0,5.0,1434.36,4,4,4,Loyal
16395,61.0,3.0,1036.34,2,3,4,At risk
13791,43.0,3.0,1047.68,3,3,4,Need attention
17858,6.0,6.0,2535.86,5,5,5,Champions
14031,7.0,9.0,7966.3,5,5,5,Champions
17402,5.0,8.0,1623.2,5,5,5,Champions
18172,15.0,17.0,3781.26,4,5,5,Champions
16239,57.0,2.0,24.999999999999993,2,2,1,Hibernating
14837,90.0,4.0,1148.94,1,4,4,Don't lose them
13021,4.0,7.0,1846.43,5,5,5,Champions
16728,46.0,2.0,727.74,2,2,3,Hibernating
17323,15.0,6.0,616.67,4,5,3,Loyal
14475,72.0,2.0,204.18,2,2,1,Hibernating
17969,166.0,1.0,103.0,1,1,1,Hibernating
14795,166.0,1.0,131.45000000000002,1,1,1,Hibernating
15532,25.0,5.0,1160.73,3,4,4,Loyal
18044,4.0,5.0,1202.44,5,4,4,Champions
17593,4.0,5.0,3248.66,5,4,5,Champions
17768,8.0,3.0,2273.1800000000003,5,3,5,Loyal
18112,12.0,2.0,352.69,4,2,2,Potential Loyal
17372,41.0,3.0,468.62,3,3,3,Need attention
13767,2.0,22.0,9796.02,5,5,5,Champions
13668,3.0,14.0,2189.39,5,5,5,Champions
15644,166.0,1.0,389.81,1,1,2,Hibernating
17811,4.0,29.0,3629.88,5,5,5,Champions
12548,166.0,1.0,95.19999999999999,1,1,1,Hibernating
17731,79.0,3.0,215.63,2,3,1,At risk
17114,6.0,5.0,317.03,5,4,2,Potential Loyal
16003,30.0,4.0,1554.3700000000001,3,4,5,Loyal
13453,166.0,1.0,171.98,1,1,1,Hibernating
16570,9.0,10.0,2194.87,5,5,5,Champions
12493,166.0,1.0,201.24,1,1,1,Hibernating
15482,16.0,13.0,5131.28,4,5,5,Champions
13777,1.0,15.0,14594.28,5,5,5,Champions
17980,166.0,1.0,248.7,1,1,2,Hibernating
17386,8.0,6.0,2686.42,5,5,5,Champions
15996,88.0,4.0,389.51,1,4,2,At risk
14583,6.0,3.0,738.22,5,3,3,Loyal
17735,2.0,9.0,6988.86,5,5,5,Champions
16033,6.0,11.0,5522.08,5,5,5,Champions
14298,3.0,15.0,20368.45,5,5,5,Champions
14104,155.0,2.0,216.20999999999998,1,2,1,Hibernating
17110,165.0,1.0,163.29999999999998,1,1,1,Hibernating
15976,165.0,1.0,220.95,1,1,1,Hibernating
18193,151.0,2.0,233.81,1,2,2,Hibernating
16242,8.0,5.0,3210.31,5,4,5,Champions
12867,26.0,5.0,2255.93,3,4,5,Loyal
15932,4.0,5.0,1201.37,5,4,4,Champions
14167,39.0,2.0,315.84,3,2,2,About to sleep
15304,61.0,4.0,303.65,2,4,2,At risk
16945,22.0,11.0,2571.82,4,5,5,Champions
16473,165.0,1.0,98.3,1,1,1,Hibernating
12747,2.0,5.0,2104.61,5,4,5,Champions
13895,21.0,5.0,2588.12,4,4,5,Champions
13656,165.0,1.0,216.95,1,1,1,Hibernating
16545,165.0,1.0,339.3,1,1,2,Hibernating
14481,165.0,1.0,333.65,1,1,2,Hibernating
16671,28.0,3.0,1692.27,3,3,5,Need attention
15065,38.0,2.0,1751.73,3,2,5,About to sleep
14351,165.0,1.0,51.0,1,1,1,Hibernating
15146,165.0,1.0,492.94,1,1,3,Hibernating
17391,164.0,2.0,508.8,1,2,3,Hibernating
13953,7.0,4.0,1765.68,5,4,5,Champions
12599,29.0,4.0,568.72,3,4,3,Loyal
17442,29.0,6.0,1425.03,3,5,4,Loyal
16824,16.0,2.0,460.64,4,2,3,Potential Loyal
14741,12.0,4.0,905.04,4,4,4,Loyal
17188,11.0,4.0,1049.79,4,4,4,Loyal
17940,49.0,5.0,644.5,2,4,3,At risk
13614,24.0,3.0,1404.71,3,3,4,Need attention
15502,16.0,14.0,3321.5499999999997,4,5,5,Champions
17965,38.0,8.0,1292.54,3,5,4,Loyal
16550,109.0,4.0,855.19,1,4,4,Don't lose them
14329,9.0,9.0,2842.7400000000002,5,5,5,Champions
17750,5.0,9.0,1797.57,5,5,5,Champions
16200,4.0,2.0,1080.6200000000001,5,2,4,Potential Loyal
13418,12.0,12.0,2752.79,4,5,5,Champions
15299,67.0,4.0,2024.0,2,4,5,Don't lose them
17997,74.0,12.0,1511.3,2,5,4,Don't lose them
18075,23.0,5.0,1322.75,4,4,4,Loyal
14883,19.0,6.0,446.08,4,5,3,Loyal
14383,38.0,3.0,1247.69,3,3,4,Need attention
13461,39.0,3.0,1445.0,3,3,4,Need attention
16059,66.0,3.0,812.16,2,3,4,At risk
17702,30.0,4.0,1368.07,3,4,4,Loyal
14577,13.0,2.0,391.7,4,2,2,Potential Loyal
13238,11.0,4.0,589.6800000000001,4,4,3,Loyal
17730,3.0,9.0,3263.6800000000003,5,5,5,Champions
17408,163.0,1.0,32.65,1,1,1,Hibernating
12584,4.0,15.0,1281.1100000000001,5,5,4,Champions
15537,163.0,1.0,110.92,1,1,1,Hibernating
15208,1.0,5.0,802.22,5,4,4,Champions
17063,9.0,8.0,1112.17,5,5,4,Champions
14327,163.0,1.0,311.65,1,1,2,Hibernating
13982,39.0,3.0,957.31,3,3,4,Need attention
16801,163.0,1.0,140.85,1,1,1,Hibernating
16553,163.0,3.0,988.64,1,3,4,At risk
16775,10.0,7.0,1003.86,4,5,4,Champions
17837,42.0,10.0,1560.53,3,5,5,Loyal
18171,59.0,4.0,761.77,2,4,3,At risk
14267,151.0,3.0,470.08,1,3,3,At risk
13871,23.0,9.0,3994.07,4,5,5,Champions
17949,1.0,36.0,42598.84,5,5,5,Champions
13988,20.0,6.0,2749.37,4,5,5,Champions
12424,163.0,2.0,1760.96,1,2,5,Hibernating
16556,67.0,3.0,1674.97,2,3,5,At risk
17706,4.0,17.0,8906.1,5,5,5,Champions
13593,108.0,2.0,1014.13,1,2,4,Hibernating
15578,162.0,1.0,127.1,1,1,1,Hibernating
17954,5.0,4.0,814.58,5,4,4,Champions
13282,18.0,4.0,705.69,4,4,3,Loyal
17648,61.0,2.0,682.16,2,2,3,Hibernating
16401,1.0,13.0,2404.6,5,5,5,Champions
14561,76.0,2.0,858.6899999999999,2,2,4,Hibernating
14057,24.0,9.0,3541.43,3,5,5,Loyal
14803,162.0,1.0,114.76,1,1,1,Hibernating
14191,2.0,10.0,3898.06,5,5,5,Champions
16316,64.0,5.0,974.75,2,4,4,Don't lose them
17673,1.0,4.0,554.97,5,4,3,Loyal
17017,3.0,11.0,4157.24,5,5,5,Champions
12524,9.0,3.0,1652.3400000000001,5,3,5,Loyal
16475,88.0,3.0,234.3,1,3,2,At risk
16045,120.0,2.0,479.45,1,2,3,Hibernating
15584,24.0,5.0,722.61,3,4,3,Loyal
13745,151.0,2.0,291.54,1,2,2,Hibernating
16357,33.0,2.0,520.98,3,2,3,About to sleep
12395,16.0,7.0,1446.3600000000001,4,5,4,Champions
14560,7.0,14.0,952.13,5,5,4,Champions
14132,2.0,11.0,3273.27,5,5,5,Champions
12569,2.0,28.0,2782.23,5,5,5,Champions
14711,10.0,5.0,1264.81,4,4,4,Loyal
12626,23.0,9.0,5221.8,4,5,5,Champions
15615,10.0,12.0,5169.28,4,5,5,Champions
17921,64.0,3.0,545.95,2,3,3,At risk
17930,36.0,4.0,1349.8799999999999,3,4,4,Loyal
14506,17.0,3.0,1445.31,4,3,4,Loyal
16498,161.0,3.0,86.12,1,3,1,At risk
14702,1.0,12.0,2028.49,5,5,5,Champions
17891,162.0,1.0,203.85999999999999,1,1,1,Hibernating
16317,120.0,2.0,770.89,1,2,4,Hibernating
13492,136.0,2.0,954.54,1,2,4,Hibernating
17667,66.0,2.0,698.84,2,2,3,Hibernating
13534,2.0,14.0,2817.88,5,5,5,Champions
14868,3.0,8.0,2500.31,5,5,5,Champions
17123,162.0,1.0,345.29999999999995,1,1,2,Hibernating
17800,37.0,6.0,844.16,3,5,4,Loyal
14016,154.0,2.0,963.83,1,2,4,Hibernating
12598,10.0,5.0,1737.34,4,4,5,Champions
16746,5.0,11.0,3805.13,5,5,5,Champions
12494,10.0,5.0,454.76,4,4,3,Loyal
17920,4.0,12.0,2630.51,5,5,5,Champions
16866,141.0,3.0,207.73999999999998,1,3,1,At risk
13730,136.0,2.0,752.6,1,2,3,Hibernating
17505,162.0,1.0,658.85,1,1,3,Hibernating
17338,17.0,5.0,2968.93,4,4,5,Champions
15483,161.0,3.0,118.96,1,3,1,At risk
17888,19.0,7.0,347.0,4,5,2,Potential Loyal
12710,97.0,2.0,430.06,1,2,3,Hibernating
16589,71.0,3.0,459.24,2,3,3,At risk
14338,158.0,2.0,2.3,1,2,1,Hibernating
12709,3.0,15.0,4362.04,5,5,5,Champions
13450,27.0,4.0,1365.1799999999998,3,4,4,Loyal
13285,23.0,2.0,1535.85,4,2,5,Potential Loyal
17988,12.0,7.0,126.17999999999999,4,5,1,Potential Loyal
12922,161.0,1.0,405.38,1,1,2,Hibernating
14415,1.0,10.0,3082.29,5,5,5,Champions
15465,20.0,6.0,1913.6599999999999,4,5,5,Champions
18226,39.0,7.0,2596.01,3,5,5,Loyal
16009,22.0,4.0,992.71,4,4,4,Loyal
15033,5.0,8.0,1401.88,5,5,4,Champions
15518,64.0,7.0,938.97,2,5,4,Don't lose them
14053,124.0,2.0,260.25,1,2,2,Hibernating
17939,160.0,1.0,99.14,1,1,1,Hibernating
16918,50.0,6.0,767.5600000000001,2,5,4,Don't lose them
12841,5.0,13.0,1715.41,5,5,5,Champions
17312,139.0,3.0,644.3,1,3,3,At risk
14257,51.0,4.0,2056.68,2,4,5,Don't lose them
13833,159.0,1.0,384.8,1,1,2,Hibernating
15952,34.0,3.0,573.92,3,3,3,Need attention
17899,159.0,1.0,155.8,1,1,1,Hibernating
17105,159.0,1.0,346.38,1,1,2,Hibernating
15007,159.0,1.0,156.91,1,1,1,Hibernating
17781,159.0,1.0,86.02,1,1,1,Hibernating
17160,31.0,4.0,2312.96,3,4,5,Loyal
16682,5.0,4.0,502.5,5,4,3,Loyal
16265,9.0,4.0,2571.86,5,4,5,Champions
14049,17.0,3.0,2592.71,4,3,5,Loyal
12471,2.0,24.0,11001.88,5,5,5,Champions
17975,15.0,6.0,1707.69,4,5,5,Champions
13373,61.0,2.0,2324.55,2,2,5,Hibernating
13901,72.0,3.0,2218.9,2,3,5,At risk
17765,159.0,1.0,109.33,1,1,1,Hibernating
13266,11.0,9.0,1963.0,4,5,5,Champions
14145,47.0,4.0,2019.6,2,4,5,Don't lose them
12557,16.0,2.0,7136.34,4,2,5,Potential Loyal
17464,158.0,1.0,289.96000000000004,1,1,2,Hibernating
15290,5.0,11.0,5817.85,5,5,5,Champions
13301,104.0,2.0,290.32,1,2,2,Hibernating
16385,60.0,2.0,407.66,2,2,2,Hibernating
12921,4.0,26.0,10448.720000000001,5,5,5,Champions
13267,3.0,11.0,2279.75,5,5,5,Champions
18265,72.0,2.0,801.51,2,2,4,Hibernating
14056,1.0,17.0,4437.03,5,5,5,Champions
16861,60.0,2.0,173.76,2,2,1,Hibernating
16344,158.0,1.0,101.10000000000001,1,1,1,Hibernating
12619,16.0,11.0,2583.15,4,5,5,Champions
14952,46.0,6.0,4507.4800000000005,2,5,5,Don't lose them
15349,158.0,1.0,107.7,1,1,1,Hibernating
13001,4.0,3.0,1973.47,5,3,5,Loyal
13338,154.0,3.0,431.82,1,3,3,At risk
12989,3.0,10.0,3532.87,5,5,5,Champions
14189,2.0,12.0,2467.89,5,5,5,Champions
17024,45.0,3.0,95.85,3,3,1,Need attention
16985,17.0,4.0,2548.7599999999998,4,4,5,Champions
15646,158.0,1.0,107.60000000000001,1,1,1,Hibernating
15078,7.0,19.0,5544.89,5,5,5,Champions
16782,10.0,8.0,919.8000000000001,4,5,4,Champions
16837,31.0,3.0,1356.24,3,3,4,Need attention
15785,30.0,4.0,985.13,3,4,4,Loyal
17469,16.0,5.0,1537.7,4,4,5,Champions
18177,31.0,2.0,627.77,3,2,3,About to sleep
16098,88.0,3.0,783.41,1,3,4,At risk
16103,7.0,3.0,624.38,5,3,3,Loyal
14235,10.0,4.0,1829.31,4,4,5,Champions
18232,82.0,2.0,221.99,1,2,1,Hibernating
13489,105.0,2.0,213.84,1,2,1,Hibernating
14223,92.0,2.0,686.23,1,2,3,Hibernating
13854,9.0,9.0,2949.98,5,5,5,Champions
17671,16.0,3.0,601.9,4,3,3,Loyal
13085,158.0,1.0,137.98000000000002,1,1,1,Hibernating
15806,46.0,2.0,484.22,2,2,3,Hibernating
12428,26.0,4.0,1640.97,3,4,5,Loyal
13183,8.0,6.0,2430.7000000000003,5,5,5,Champions
14905,154.0,2.0,291.35,1,2,2,Hibernating
15549,77.0,2.0,751.16,2,2,3,Hibernating
17049,3.0,8.0,4012.98,5,5,5,Champions
13414,134.0,2.0,1000.5,1,2,4,Hibernating
14262,8.0,7.0,2378.23,5,5,5,Champions
14034,22.0,4.0,512.02,4,4,3,Loyal
18203,157.0,1.0,160.42000000000002,1,1,1,Hibernating
18142,151.0,2.0,734.52,1,2,3,Hibernating
16616,15.0,2.0,500.42,4,2,3,Potential Loyal
16338,157.0,1.0,214.79999999999998,1,1,1,Hibernating
16146,157.0,1.0,75.0,1,1,1,Hibernating
17046,157.0,1.0,642.02,1,1,3,Hibernating
12839,3.0,10.0,3886.55,5,5,5,Champions
15985,123.0,2.0,137.84,1,2,1,Hibernating
13109,3.0,5.0,766.84,5,4,4,Champions
12637,67.0,4.0,3630.15,2,4,5,Don't lose them
14352,157.0,2.0,233.64000000000001,1,2,2,Hibernating
13027,114.0,3.0,3072.0,1,3,5,At risk
14645,157.0,1.0,356.99,1,1,2,Hibernating
12407,50.0,3.0,1212.16,2,3,4,At risk
15738,19.0,6.0,1883.3600000000001,4,5,5,Champions
17220,24.0,9.0,1733.47,3,5,5,Loyal
13253,157.0,1.0,553.92,1,1,3,Hibernating
15673,88.0,2.0,1095.29,1,2,4,Hibernating
17905,71.0,2.0,406.09000000000003,2,2,2,Hibernating
16829,157.0,1.0,197.22,1,1,1,Hibernating
13198,10.0,4.0,1307.29,4,4,4,Loyal
15889,157.0,1.0,148.95,1,1,1,Hibernating
16393,2.0,13.0,1984.8600000000001,5,5,5,Champions
13094,21.0,4.0,834.2400000000001,4,4,4,Loyal
17440,148.0,2.0,53.65,1,2,1,Hibernating
17315,1.0,20.0,3366.36,5,5,5,Champions
13217,122.0,5.0,133.62,1,4,1,At risk
13599,1.0,18.0,3097.28,5,5,5,Champions
17341,157.0,2.0,267.76,1,2,2,Hibernating
14621,1.0,4.0,1129.45,5,4,4,Champions
13985,4.0,12.0,5894.83,5,5,5,Champions
15971,18.0,8.0,3113.7,4,5,5,Champions
17238,3.0,8.0,2196.46,5,5,5,Champions
17705,3.0,7.0,1423.82,5,5,4,Champions
18144,8.0,5.0,1283.1,5,4,4,Champions
15053,5.0,2.0,475.14,5,2,3,Potential Loyal
17861,3.0,7.0,1601.22,5,5,5,Champions
12700,8.0,4.0,3811.56,5,4,5,Champions
12455,73.0,3.0,503.56,2,3,3,At risk
17404,4.0,10.0,17815.2,5,5,5,Champions
14002,134.0,2.0,529.73,1,2,3,Hibernating
13804,31.0,6.0,1912.16,3,5,5,Loyal
17045,113.0,2.0,299.49,1,2,2,Hibernating
17293,8.0,7.0,1405.76,5,5,4,Champions
12977,156.0,1.0,39.239999999999995,1,1,1,Hibernating
16722,17.0,8.0,2460.85,4,5,5,Champions
12540,20.0,11.0,6872.22,4,5,5,Champions
18263,23.0,3.0,903.48,4,3,4,Loyal
12507,134.0,3.0,811.9,1,3,4,At risk
15512,156.0,1.0,19.799999999999997,1,1,1,Hibernating
15288,43.0,2.0,682.52,3,2,3,About to sleep
13291,156.0,1.0,361.11,1,1,2,Hibernating
13583,156.0,1.0,781.03,1,1,4,Hibernating
15267,22.0,4.0,681.6,4,4,3,Loyal
15249,32.0,9.0,3824.44,3,5,5,Loyal
16743,29.0,5.0,1130.09,3,4,4,Loyal
12362,3.0,10.0,4185.14,5,5,5,Champions
16929,4.0,7.0,1295.39,5,5,4,Champions
13842,59.0,3.0,1557.15,2,3,5,At risk
13510,1.0,4.0,1199.84,5,4,4,Champions
17892,56.0,3.0,244.1,2,3,2,At risk
18236,30.0,4.0,577.74,3,4,3,Loyal
13158,95.0,3.0,944.65,1,3,4,At risk
15505,53.0,7.0,3497.14,2,5,5,Don't lose them
14459,155.0,1.0,1837.92,1,1,5,Hibernating
16325,44.0,3.0,372.82000000000005,3,3,2,Need attention
12647,22.0,5.0,1420.51,4,4,4,Loyal
18013,155.0,2.0,187.29,1,2,1,Hibernating
13208,59.0,4.0,505.69,2,4,3,At risk
17069,28.0,7.0,1609.15,3,5,5,Loyal
17560,95.0,2.0,368.90000000000003,1,2,2,Hibernating
13835,25.0,3.0,506.12,3,3,3,Need attention
13681,18.0,4.0,827.83,4,4,4,Loyal
13743,3.0,6.0,986.9899999999999,5,5,4,Champions
15241,67.0,4.0,691.08,2,4,3,At risk
16156,9.0,9.0,1980.05,5,5,5,Champions
14021,155.0,1.0,130.2,1,1,1,Hibernating
16112,143.0,2.0,59.599999999999994,1,2,1,Hibernating
13752,124.0,2.0,294.75,1,2,2,Hibernating
13699,155.0,1.0,308.58000000000004,1,1,2,Hibernating
15144,8.0,12.0,4885.42,5,5,5,Champions
14493,7.0,7.0,2362.84,5,5,5,Champions
13486,78.0,3.0,1122.41,2,3,4,At risk
15150,17.0,9.0,3985.9,4,5,5,Champions
16842,64.0,3.0,739.87,2,3,3,At risk
13302,155.0,1.0,63.75,1,1,1,Hibernating
16012,35.0,3.0,1415.29,3,3,4,Need attention
17007,51.0,2.0,427.2,2,2,3,Hibernating
15416,65.0,3.0,1699.94,2,3,5,At risk
17107,33.0,5.0,6261.62,3,4,5,Loyal
15675,81.0,2.0,278.69,1,2,2,Hibernating
14657,18.0,2.0,323.82,4,2,2,Potential Loyal
12635,90.0,2.0,1689.18,1,2,5,Hibernating
16091,155.0,1.0,157.81,1,1,1,Hibernating
13013,1.0,11.0,2414.7000000000003,5,5,5,Champions
17031,12.0,2.0,380.35,4,2,2,Potential Loyal
14388,9.0,6.0,2012.3,5,5,5,Champions
17042,3.0,3.0,548.99,5,3,3,Loyal
14264,155.0,1.0,218.27,1,1,1,Hibernating
12461,94.0,2.0,826.88,1,2,4,Hibernating
12681,15.0,11.0,4965.25,4,5,5,Champions
17663,26.0,5.0,1005.4100000000001,3,4,4,Loyal
12648,155.0,1.0,318.05,1,1,2,Hibernating
12553,8.0,6.0,1953.93,5,5,5,Champions
18121,149.0,2.0,673.1,1,2,3,Hibernating
15901,17.0,3.0,363.88,4,3,2,Potential Loyal
14918,116.0,2.0,1610.15,1,2,5,Hibernating
13862,18.0,4.0,1056.85,4,4,4,Loyal
15157,4.0,3.0,814.28,5,3,4,Loyal
15679,24.0,3.0,603.06,3,3,3,Need attention
15182,154.0,1.0,252.37,1,1,2,Hibernating
17512,29.0,4.0,1622.57,3,4,5,Loyal
18037,154.0,1.0,9.2,1,1,1,Hibernating
13769,2.0,8.0,1332.31,5,5,4,Champions
14315,21.0,5.0,1600.78,4,4,5,Champions
15920,154.0,4.0,167.5,1,4,1,At risk
16398,145.0,2.0,481.09999999999997,1,2,3,Hibernating
14961,11.0,4.0,3865.02,4,4,5,Champions
14188,9.0,8.0,1258.01,5,5,4,Champions
14708,3.0,2.0,707.31,5,2,3,Potential Loyal
17353,129.0,2.0,1740.0,1,2,5,Hibernating
13955,154.0,1.0,117.86,1,1,1,Hibernating
15756,61.0,2.0,283.84,2,2,2,Hibernating
17787,153.0,1.0,149.02,1,1,1,Hibernating
13064,13.0,3.0,916.19,4,3,4,Loyal
17126,152.0,4.0,486.53,1,4,3,At risk
16283,6.0,6.0,1253.7,5,5,4,Champions
14472,104.0,3.0,407.21,1,3,2,At risk
18024,153.0,3.0,236.77999999999997,1,3,2,At risk
15467,9.0,4.0,511.88,5,4,3,Loyal
14163,87.0,2.0,1696.12,1,2,5,Hibernating
17758,19.0,5.0,2401.87,4,4,5,Champions
13230,4.0,6.0,963.93,5,5,4,Champions
16877,12.0,5.0,775.97,4,4,4,Loyal
16014,36.0,3.0,390.2,3,3,2,Need attention
16174,126.0,3.0,1009.5500000000001,1,3,4,At risk
14258,9.0,4.0,5042.26,5,4,5,Champions
13678,152.0,1.0,232.6,1,1,2,Hibernating
15045,152.0,1.0,346.76,1,1,2,Hibernating
14690,44.0,3.0,358.61,3,3,2,Need attention
13754,152.0,1.0,126.6,1,1,1,Hibernating
13058,25.0,3.0,271.40000000000003,3,3,2,Need attention
15812,107.0,2.0,746.9200000000001,1,2,3,Hibernating
13184,15.0,6.0,751.32,4,5,3,Loyal
17164,33.0,6.0,1523.18,3,5,4,Loyal
14552,152.0,1.0,165.07,1,1,1,Hibernating
13675,151.0,1.0,178.38000000000002,1,1,1,Hibernating
13003,106.0,2.0,90.0,1,2,1,Hibernating
18061,22.0,4.0,781.04,4,4,4,Loyal
16572,127.0,3.0,657.12,1,3,3,At risk
12556,50.0,2.0,603.71,2,2,3,Hibernating
14389,9.0,3.0,701.12,5,3,3,Loyal
13394,2.0,7.0,1377.47,5,5,4,Champions
16332,28.0,7.0,1460.9,3,5,4,Loyal
13224,60.0,3.0,2150.85,2,3,5,At risk
15856,4.0,20.0,8578.81,5,5,5,Champions
15265,151.0,1.0,793.88,1,1,4,Hibernating
12717,151.0,2.0,371.24,1,2,2,Hibernating
17337,151.0,2.0,24.0,1,2,1,Hibernating
14367,8.0,9.0,5106.05,5,5,5,Champions
17966,38.0,3.0,814.93,3,3,4,Need attention
15577,151.0,2.0,229.23,1,2,2,Hibernating
17589,60.0,2.0,1192.75,2,2,4,Hibernating
16989,7.0,6.0,1133.25,5,5,4,Champions
12669,151.0,1.0,471.43,1,1,3,Hibernating
16609,15.0,6.0,3463.34,4,5,5,Champions
12358,2.0,2.0,1168.06,5,2,4,Potential Loyal
13549,26.0,4.0,405.65,3,4,2,Potential Loyal
16656,22.0,13.0,5053.91,4,5,5,Champions
13590,11.0,4.0,1064.09,4,4,4,Loyal
17790,27.0,5.0,1068.54,3,4,4,Loyal
16515,52.0,3.0,1004.8,2,3,4,At risk
13207,15.0,2.0,250.26000000000002,4,2,2,Potential Loyal
18122,8.0,6.0,1826.21,5,5,5,Champions
12722,85.0,6.0,904.33,1,5,4,Don't lose them
13069,1.0,9.0,1222.23,5,5,4,Champions
14548,151.0,1.0,326.4,1,1,2,Hibernating
17268,108.0,2.0,487.15999999999997,1,2,3,Hibernating
17405,1.0,5.0,967.22,5,4,4,Champions
13311,4.0,2.0,598.57,5,2,3,Potential Loyal
16409,36.0,3.0,1225.32,3,3,4,Need attention
16168,11.0,18.0,2375.29,4,5,5,Champions
15051,23.0,3.0,1391.61,4,3,4,Loyal
18272,3.0,4.0,2098.04,5,4,5,Champions
16365,18.0,6.0,1051.06,4,5,4,Champions
17576,8.0,10.0,1791.04,5,5,5,Champions
16998,150.0,2.0,7.42,1,2,1,Hibernating
14709,15.0,8.0,2978.0,4,5,5,Champions
12576,36.0,4.0,885.3299999999999,3,4,4,Loyal
13509,9.0,4.0,329.7,5,4,2,Potential Loyal
13911,57.0,3.0,877.0,2,3,4,At risk
15895,150.0,1.0,179.17,1,1,1,Hibernating
12782,5.0,2.0,767.97,5,2,4,Potential Loyal
14916,71.0,4.0,969.79,2,4,4,Don't lose them
14409,71.0,3.0,1393.3500000000001,2,3,4,At risk
15795,150.0,1.0,610.01,1,1,3,Hibernating
16816,103.0,2.0,91.61,1,2,1,Hibernating
15752,40.0,5.0,1583.75,3,4,5,Loyal
15561,12.0,4.0,456.99,4,4,3,Loyal
15493,33.0,4.0,1028.75,3,4,4,Loyal
16899,8.0,4.0,934.01,5,4,4,Champions
13669,51.0,2.0,218.55,2,2,1,Hibernating
16450,150.0,1.0,311.92,1,1,2,Hibernating
12464,10.0,4.0,667.1999999999999,4,4,3,Loyal
14498,43.0,3.0,1644.08,3,3,5,Need attention
12528,9.0,5.0,1156.82,5,4,4,Champions
14502,20.0,6.0,1379.04,4,5,4,Champions
12935,2.0,5.0,1294.47,5,4,4,Champions
13149,14.0,3.0,1299.32,4,3,4,Loyal
12766,4.0,3.0,2973.92,5,3,5,Loyal
18245,7.0,3.0,1260.77,5,3,4,Loyal
14221,42.0,5.0,1778.97,3,4,5,Loyal
14201,60.0,3.0,336.34,2,3,2,At risk
18225,3.0,9.0,3791.65,5,5,5,Champions
13667,149.0,1.0,305.02,1,1,2,Hibernating
14400,141.0,2.0,559.7,1,2,3,Hibernating
17567,7.0,5.0,2148.49,5,4,5,Champions
12405,149.0,1.0,1710.39,1,1,5,Hibernating
14265,109.0,2.0,530.18,1,2,3,Hibernating
17738,19.0,4.0,1083.43,4,4,4,Loyal
16719,15.0,3.0,812.19,4,3,4,Loyal
13577,25.0,4.0,1301.55,3,4,4,Loyal
17396,39.0,7.0,6933.3,3,5,5,Loyal
12653,149.0,1.0,1430.75,1,1,4,Hibernating
14562,4.0,18.0,3577.73,5,5,5,Champions
14847,149.0,1.0,309.4,1,1,2,Hibernating
14862,26.0,2.0,841.1999999999999,3,2,4,About to sleep
12915,149.0,1.0,164.0,1,1,1,Hibernating
16657,10.0,3.0,691.07,4,3,3,Loyal
16488,33.0,4.0,492.2,3,4,3,Loyal
15256,149.0,1.0,98.45,1,1,1,Hibernating
15402,149.0,1.0,185.78,1,1,1,Hibernating
14716,43.0,2.0,329.68,3,2,2,About to sleep
15987,12.0,3.0,935.2,4,3,4,Loyal
12388,16.0,3.0,2014.41,4,3,5,Loyal
13933,109.0,2.0,608.7900000000001,1,2,3,Hibernating
17068,12.0,11.0,1882.49,4,5,5,Champions
17259,148.0,1.0,221.73000000000002,1,1,1,Hibernating
13515,73.0,3.0,687.72,2,3,3,At risk
14857,60.0,3.0,1165.65,2,3,4,At risk
15306,64.0,3.0,1174.35,2,3,4,At risk
17612,53.0,6.0,1360.14,2,5,4,Don't lose them
16040,65.0,2.0,891.12,2,2,4,Hibernating
15521,36.0,8.0,1031.87,3,5,4,Loyal
